netcdf_name,longname,units,level,standardname
sci_flbb_therm,Sci Flbb Therm,1,,
sci_flbb_timestamp,FLBB Timestamp,seconds since 1970-01-01,,
sci_flbbcd_bb_ref,Scattering Radiation Wavelength,nm,,
sci_flbbcd_bb_sig,Scattering Signal Counts,counts,L0,
sci_flbbcd_bb_units,Total Volume Scattering Coefficient,m-1 sr-1,L1,volume_scattering_function_of_radiative_flux_in_sea_water
sci_flbbcd_cdom_ref,CDOM Measurement Wavelength,nm,,
sci_flbbcd_cdom_sig,CDOM Signal Counts,counts,L0,
sci_flbbcd_cdom_units,Fluorometric CDOM Concentration (uncorrected),ppb,,
sci_flbbcd_chlor_ref,Chlorophyll Measurement Wavelength,nm,,
sci_flbbcd_chlor_sig,Chlorophyll Signal Counts,counts,L0,
sci_flbbcd_chlor_units,Fluorometric Chlorophyll-a Concentration,ug L-1,L1,mass_concentration_of_chlorophyll_a_in_sea_water
sci_flbbcd_is_installed,FLORD/FLORT Is Installed,1,,
sci_flbbcd_therm,FLBBCD Therm,1,,
sci_flbbcd_timestamp,FLBBCD Timestamp,seconds since 1970-01-01,,
sci_m_disk_free,Disk Space Currently Free on Science,Mbytes,,
sci_m_disk_usage,Disk Space Currently Used on Science,Mbytes,,
sci_m_free_heap,Free Heap,bytes,,
sci_m_min_free_heap,Free Heap - Minimum,bytes,,
sci_m_min_spare_heap,Sci M Min Spare Heap,bytes,,
sci_m_present_secs_into_mission,Elapsed Mission Time Based on Science Derived Start Times,s,,
sci_m_present_time,Science Derived Time at the Start of the Cycle,seconds since 1970-01-01,,
sci_m_science_on,Sci M Science On,1,,
sci_m_spare_heap,Sci M Spare Heap,bytes,,
sci_oxy3835_wphase_is_installed,DOSTA Is Installed,1,,
sci_oxy4_c1amp,Blue Light Amplitude,mV,,
sci_oxy4_c1rph,Blue Light Phase,degrees,,
sci_oxy4_c2amp,Red Light Amplitude,mV,,
sci_oxy4_c2rph,Red Light Phase,degrees,,
sci_oxy4_calphase,Calibrated Phase Difference,degrees,L0,
sci_oxy4_is_installed,Sci Oxy4330f Is Installed,1,,
sci_oxy4_oxygen,Dissolved Oxygen (DO) concentration from Stable DO Instrument - Deprecated - to be replaced by PD950,umol L-1,L1,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water
sci_oxy4_rawtemp,Thermistor voltage from the Fast Response DO Instrument,mV,,
sci_oxy4_saturation,Dissolved Oxygen Saturation Estimated - Deprecated - to be replaced by PD941,percent,,
sci_oxy4_tcphase,Temperature Compensated Phase,degrees,,
sci_oxy4_temp,Temperature from the Fast Response DO Instrument,degrees_Celcius,,
sci_oxy4_timestamp,Sci Oxy4330f Timestamp,1,,
sci_reqd_heartbeat,Reqd Heartbeat,s,,
sci_software_ver,Sci Software Version,1,,
sci_suna_nitrate_mg,Nitrate Concentration,mg/L,,
sci_suna_nitrate_um,Nitrate Concentration,umol/L,L1,
sci_suna_record_offset,Message Byte Count for Open Disk File,B,,
sci_suna_timestamp,Timestamp of Sample Since 1970-01-01,seconds since 1970-01-01,,
sci_wants_comms,Science Computer Wants Direct Comms,1,,
sci_wants_surface,Science Wants to Surface,1,,
sci_water_pressure,Seawater Pressure,bar,L1,
sci_x_disk_files_removed,Number of Files Removed,1,,
sci_x_sent_data_files,Number of Log Files Sent via Last Zmodem Batch,1,,
sea_surface_conductivity,Sea Surface Conductivity,S m-1,L1,sea_surface_conductivity
sea_surface_temperature,Sea Surface Temperature,degrees_Celsius,L1,sea_surface_temperature
sea_water_dark,Seawater Dark Counts,counts,,
sea_water_density,Seawater Density,kg m-3,L2,sea_water_density
sea_water_electrical_conductivity,Seawater Electrical Conductivity,S m-1,L1,sea_water_electrical_conductivity
sea_water_practical_salinity,Seawater Practical Salinity,1,L2,sea_water_practical_salinity
sea_water_pressure,Seawater Pressure,dbar,L1,sea_water_pressure
sea_water_pressure_at_sea_floor,Seawater Tide Pressure,dbar,L1,sea_water_pressure_at_sea_floor
sea_water_pressure_mbar,Seawater Pressure,mbar,,sea_water_pressure
sea_water_temperature,Seawater Temperature,degrees_Celsius,L1,sea_water_temperature
seafloor_pressure,Seafloor Pressure,dbar,L1,sea_water_pressure_at_sea_floor
seafloor_tilt_direction,Seafloor High Resolution Corrected Downward Tilt Direction,degrees,L1,
seafloor_tilt_magnitude,Seafloor High Resolution Tilt Magnitude,urad,L1,
seawater_ph,"Sea Water pH, Total Scale",1,L1,sea_water_ph_reported_on_total_scale
seawater_scattering_coefficient,Total Scattering Coefficient of Pure Seawater,m-1,L2,
seawater_temperature,Seawater Temperature,degrees_Celsius,L1,sea_water_temperature
second,Second,second,,
secondary_faults,"Secondary Faults, Mask",mask,,
secondary_status,"Secondary Status, Mask",mask,,
send_live_records,Send Live Records,1,,
send_record_type,Send Record Type Early,1,,
sensor_available_conductivity,Sensor Available Conductivity,1,,
sensor_available_depth,Sensor Available Depth,1,,
sensor_available_heading,Sensor Available Heading,1,,
sensor_available_pitch,Sensor Available Pitch,1,,
sensor_available_roll,Sensor Available Roll,1,,
sensor_available_speed,Sensor Available Speed,1,,
sensor_available_temperature,Sensor Available Temperature,1,,
sensor_available_temperature_eu,Temperature Sensor Installed,1,,
sensor_current_draw,Sensor's Current Draw,A,,
sensor_id,Sensor ID,1,,
sensor_name,Sensor Name,1,,
sensor_source_conductivity,Sensor Source Conductivity,1,,
sensor_source_depth,Sensor Source Depth,1,,
sensor_source_heading,Sensor Source Heading,1,,
sensor_source_pitch,Sensor Source Pitch,1,,
sensor_source_roll,Sensor Source Roll,1,,
sensor_source_speed,Sensor Source Speed,1,,
sensor_source_temperature,Sensor Source Temperature,1,,
sensor_source_temperature_eu,Transducer Temperature Sensor Source,1,,
sensor_temperature,Sensor Temperature Celsius,degrees_Celsius,,
sensors,Sensors,1,,
sequence_number,Sequence Number,1,,
serial,Serial,counts,,
serial_byte_error,Serial Byte Error,1,,
serial_current,Auxiliary Serial Instrument Current,mA,,
serial_number,Serial Number,1,L0,
serial_output_enable,Serial Output Enable,1,,
serial_receive_overflow,Serial Receive Overflow,1,,
set_timeout,Set Timeout,ms,,
set_timeout_icd,Set Timeout ICD,ms,,
set_timeout_max,"Set Timeout, Max",ms,,
shortwave_irradiance,Downwelling Shortwave Irradiance,W m-2,L1,downwelling_shortwave_flux_in_air
sht25_humidity,"SHT25 Humidity, %Relative",percentrelative,,
sht25_temp,SHT25 Temperature (Humidity Sensor),degrees_Celsius,,
signal_1_offset,Signal 1 (Scattering) Offset,counts,,
signal_1_scale_factor,Signal 1 (Scattering) Scale Factor,m-1 sr-1 counts-1,,
signal_2_offset,Signal 2 (Chlorophyll) Offset,counts,,
signal_2_scale_factor,Signal 2 (Chlorophyll) Scale Factor,ug L-1 counts-1,,
signal_3_offset,Signal 3 (CDOM) Offset,counts,,
signal_3_scale_factor,Signal 3 (CDOM) Scale Factor,ppb counts-1,,
signal_error,Signal Error,1,,
signal_intensity_434,Optical Absorbance Signal Intensity at 434 nm,counts,L0,
signal_intensity_578,Optical Absorbance Signal Intensity at 578 Nm,counts,L0,
signal_processing_mode,Signal Processing Mode,1,,
significant_period,Significant Wave Period,sec,L0,
significant_wave_height,Significant Wave Height,m,L0,
silicon_concentration,Silicon Concentration,mmol/kg,,
silver_concentration,Silver Concentration,nmol/kg,,
sio_controller_id,SIO Controller Id,1,,
sio_controller_timestamp,Deprecated - see PD12,seconds since 1970-01-01,,
sio_eng_clock_drift,SIO Eng Clock Drift,s,,
sio_eng_number_of_wakeups,SIO Eng Number of Wakeups,1,,
sio_eng_on_time,SIO Eng on Time,s,,
sio_eng_temperature,SIO Eng Temperature Celsius,degrees_Celsius,,
sio_eng_voltage,SIO Eng Voltage,V,,
slot1_follows_sami_sample,Slot1 Follows SAMI Sample,1,,
slot1_independent_schedule,Slot1 Independent Schedule,1,,
slot2_follows_sami_sample,Slot2 Follows SAMI Sample,1,,
slot2_independent_schedule,Slot2 Independent Schedule,1,,
slot3_follows_sami_sample,Slot3 Follows SAMI Sample,1,,
slot3_independent_schedule,Slot3 Independent Schedule,1,,
small_wave_freq,Small Wave Frequency,cHz,,
small_wave_thresh,Small Wave Thresh,mm,,
smart_battery_voltage,Voltage,mV,,
sn_ambient_temperature,Ambient Temperature,degrees_Celsius,,
sn_cib_5v_current,CIB 5V Current,A,,
sn_cib_board_state,CIB Board State,1,,
sn_cib_error_state,CIB Error State,1,,
sn_cib_hotel_current,CIB Hotel Current,A,,
sn_cib_hotel_voltage,CIB Hotel Voltage,V,,
sn_hpb_board_state,Secondary Node HPD Board State,1,,
sn_hpb_error_state,HPB Error State,1,,
sn_hpb_gfd_375_high,HPB 375 GFD High,microA,,
sn_hpb_gfd_375_low,HPB 375 GFD Low,microA,,
sn_hpb_hotel_current,HPB Hotel Current,A,,
sn_hpb_hotel_temperature,HPB Hotel Temperature,degrees_Celsius,,
sn_hpb_hotel_voltage,Secondary Node HPD Hotel Voltage,V,,
sn_hpb_input_voltage,HPB Input Voltage,V,,
sn_internal_pressure,Internal Pressure,Pascal,,
sn_pitch,Pitch,degrees,,
sn_port_error_state,Error State,1,,
sn_port_gfd_high,GFD High,microA,,
sn_port_gfd_low,GFD Low,microA,,
sn_port_gpio_state,GPOI Bits,1,,
sn_port_ocd_current,Over Current Threshold,A,,
sn_port_ocd_time_const,Over Current Threshold,milliSec,,
sn_port_output_current,Current,A,,
sn_port_output_voltage,Voltage,V,,
sn_port_power_state,Power State,1,,
sn_port_unit_temperature,Temperature,degrees_Celsius,,
sn_relative_humidity,Relative Humidity,percent,,
sn_roll,Roll,degrees,,
sn_tilt_x,Tilt X,g,,
sn_tilt_y,Tilt Y,g,,
sn_tilt_z,Tilt Z,g,,
sodium_concentration,Sodium Concentration,mmol/kg,,
soft_rev,Soft Rev,1,,
software_version,Software Version,1,,
solution_found,Solution Found,1,,
sonar_range,Sonar Range,m,,
sonar_range_minimum,Sonar Range Minimum,m,,
sound_speed_adjust_factor,Sound Speed Adjust Factor,m s-1,,
sound_speed_dms,Speed of Sound,dm s-1,,
source_file,Source File,1,,
sp_mc_engineering_mode_on,Engineering Mode On,bool,,
sp_mc_mc_event,Mission Control Event,1,,
sp_mc_mission_is_active,Mission Is Active,bool,,
sp_mc_scipod_is_docked,SciPod Is Docked,bool,,
sp_mc_scipod_is_idle,SciPod Is Idle,bool,,
sp_mc_sp_timestamp_microsec_component,SP Timestamp MicroSec Component,microseconds,,
sp_nav_accel_x,Accel-X,g,,
sp_nav_accel_y,Accel-Y,g,,
sp_nav_accel_z,Accel-Z,g,,
sp_nav_magnetic_flux_density_x,Magnetic Flux Density X,Gauss,,
sp_nav_magnetic_flux_density_y,Magnetic Flux Density Y,Gauss,,
sp_nav_magnetic_flux_density_z,Magnetic Flux Density Z,Gauss,,
sp_nav_mission_control_event,Mission Control Event,1,,
sp_nav_navdata_timestamp_microsec_component,NavData Timestamp MicroSec Component,microseconds,,
sp_nav_pitch,Pitch,degrees,,
sp_nav_pitch_rate,Pitch Rate,deg/sec,,
sp_nav_roll,Roll,degrees,,
sp_nav_roll_rate,Roll Rate,deg/sec,,
sp_nav_yaw,Yaw,degrees,,
sp_nav_yaw_rate,Yaw Rate,deg/sec,,
sp_science_pod_depth,Depth,meters,,
sp_science_pod_direction,Direction,up0_Down1_Hold2,,
sp_science_pod_mission_control_event,Mission Control Event,1,,
sp_science_pod_speed,Speed,meters/second,,
sp_science_pod_wave_height,Wave Height,meters,,
sp_wc_cable_out,Cable Out,meters,,
sp_wc_is_bottom_layer,Is Bottom Layer,bool,,
sp_wc_levelwind_cart_direction,Cart Direction,Left0_Rt1_Hld2,,
sp_wc_levelwind_direction,Levelwind Direction,Clockwise0_CounterCw1_Hld2,,
sp_wc_levelwind_direction_is_clockwise,Levelwind Direction Is Clockwise,bool,,
sp_wc_levelwind_mission_control_event,Mission Control Event,1,,
sp_wc_levelwind_one_way_strokes,Levelwind One-Way Strokes,strokes,,
sp_wc_levelwind_position_at_last_reverse_index,Levelwind Position at Last Reverse Index,revs,,
sp_wc_levelwind_speed,Levelwind Speed,rpm,,
sp_wc_levelwind_vfd_board_temperature,Levelwind VFD Board Temperature,degrees_Celsius,,
sp_wc_levelwind_vfd_sink_temperature,Levelwind VFD Sink Temperature,degrees_Celsius,,
sp_wc_mission_control_event,Mission Control Event,1,,
sp_wc_winch_cable_wrap_index,Winch Cable Wrap Index,index,,
sp_wc_winch_cable_wrap_layer,Winch Cable Wrap Layer,index,,
sp_wc_winch_position_at_last_drum_index,Winch Position at Last Drum Index,revs,,
sp_wc_winch_revs,Winch Revs,revs,,
sp_wc_winch_speed,Winch Speed,rpm,,
sp_wc_winch_vfd_board_temp,Winch VFD Board Temp,degrees_Celsius,,
sp_wc_winch_vfd_sink_temp,Winch VFD Sink Temp,degrees_Celsius,,
sp_wcler_based_xml_rpc_data_server_mission_control_event,Mission Control Event,1,,
spare_slider,Spare Slider,counts,,
spec_channel_average,Spectral Channel Average,counts,,
spec_on_time,"Spec on Time, UTC",seconds since 1970-01-01,,
spec_powered_time,"Spec Powered Time, UTC",seconds since 1970-01-01,,
spectral_channels,UV Absorption Spectra,counts,L0,
speed_of_sound,Speed of Sound,m s-1,,
speed_of_sound_avg,Speed of Sound,m s-1,,
speed_of_sound_max,Speed of Sound - Maximum,m s-1,,
speed_of_sound_min,Speed of Sound - Minimum,m s-1,,
speed_of_sound_std,Speed of Sound - Standard Deviation,m s-1,,
spkir_a_firmware_version,Firmware Version,1,,
spkir_abj_cspp_downwelling_vector,Downwelling Spectral Irradiance,uW cm-2 nm-1,L1,
spkir_downwelling_vector,Downwelling Spectral Irradiance,uW cm-2 nm-1,L1,
spkir_samples,Downwelling Spectral Irradiance Measurement,counts,L0,
spread_direction,Spread Direction,degrees,L0,
spurious_clock_interrupt,Spurious Clock Interrupt,1,,
spurious_dsp_interrupt,Spurious DSP Interrupt,1,,
spurious_uart_interrupt,Spurious UART Interrupt,1,,
ss_freq_hi,Ss Frequency High,cHz,,
sspec_dat,Sspec Dat,mm sqrt(Hz)-1,,
sspec_num_freq,Sspec Num Freq,counts,,
stage_enable,Stage Enable,1,,
starboard_velocity,Starboard Velocity,m s-1,,
start_bin,Start Bin,1,,
start_byte,Start Byte,index,L0,
start_date,Start Date,1,,
start_dir,Starting Direction of (NumDir) Directions,degrees,,
start_on_sync,Start on Sync,1,,
start_time,Start Time,1,,
start_time_offset,Start Time Offset,s,,
startup_time,"Startup Time, UTC",seconds since 1970-01-01,,
startup_time_string,"Startup Time, UTC",1,,
status,Status,1,,
status_code,status code,1,,
status_datacollection,Status (WRAOCF),1,,
stdev_heading,Heading Standard Deviation,cdegrees,,
stdev_pitch,Pitch Standard Deviation,cdegrees,,
stdev_roll,Roll Standard Deviation,cdegrees,,
stop_time,Stop Time,1,,
strack_spec,Strack Spec,1,,
strain_pressure_sensor_serial_number,Strain Pressure Sensor Serial Number,1,,
strontium_concentration,Strontium Concentration,mM,,
strontium_icpaes_concentration,Strontium Concentration via Icpaes,umol/kg,,
strontium_icpms_concentration,Strontium Concentration via Icpms,nmol/kg,,
subsampling_parameter,Subsampling Parameter,1,,
sulfate_concentration,Sulfate Concentration,mmol/kg,,
sulfur_concentration,Sulfure Concentration,mM,,
superv_counts,SUPERV Message Counts,counts,,
supply_voltage,LILY Tiltmeter Voltage,V,L0,
surf_max,Surf Max,mm,,
surf_max_chng,Surf Max Chng,mm,,
surf_min,Surf Min,mm,,
surf_pct_gd,"Surf Pct Gd, %",percent,,
surf_std,Surf Std,mm,,
suspect_timestamp,Suspect Timestamp,1,,
swgf_c1_max_leakage,SWGF Channel 1 Maximum Leakage,1,,
swgf_c2_max_leakage,SWGF Channel 2 Maximum Leakage,1,,
swgf_c3_max_leakage,SWGF Channel 3 Maximum Leakage,1,,
sync_out_position,Sync Out Position,1,,
sync_type,Type of Synchronization,1,,
syringes_autorun,Number of Syringes to Auto Run,counts,L0,
sysconfig_beam_angle,Beam Angle,1,,
sysconfig_beam_config,Beam Configuration,1,,
sysconfig_beam_pattern,Sysconfig Beam Pattern,1,,
sysconfig_frequency,Sysconfig Frequency,kHz,,
sysconfig_head_attached,Sysconfig Head Attached,1,,
sysconfig_sensor_config,Sysconfig Sensor Config,1,,
sysconfig_vertical_orientation,Sysconfig Vertical Orientation,1,,
system_bandwidth,System Bandwidth,1,,
system_data,System Data,1,,
system_power,System Power,1,,
system_software_version,System Software Version,1,,
t_1_10,Wave Period - Highest Tenth,s,L0,
t_1_3,T 1 3,seconds,,
t_max,T Max,seconds,,
t_mean,Wave Period - Mean,s,L0,
tbe_max_dev,Tbe Max Dev,1/110ths s,,
telemetry_baud_rate,Telemetry Baud Rate,bps,,
temp_coeff_offset,Temperature Coefficient Offset,1,,
temp_coeff_ta0,Temperature Coefficient A0,1,,
temp_coeff_ta1,Temperature Coefficient A1,1,,
temp_coeff_ta2,Temperature Coefficient A2,1,,
temp_coeff_ta3,Temperature Coefficient A3,1,,
temp_compensated_phase,Temperature Compensated Phase,degrees,,
temp_interior,Interior Temperature,degrees_Celsius,,
temp_lamp,Lamp Temperature,degrees_Celsius,,
temp_sensor_serial_number,Temperature Sensor Serial Number,1,,
temp_spectrometer,Spectrometer Temperature,degrees_Celsius,,
temperature,Seawater Temperature,degrees_Celsius,L0,sea_water_temperature
temperature01,Seawater Temperature in Spatial Grid 01,degrees_Celsius,L1,
temperature02,Seawater Temperature in Spatial Grid 02,degrees_Celsius,L1,
temperature03,Seawater Temperature in Spatial Grid 03,degrees_Celsius,L1,
temperature04,Seawater Temperature in Spatial Grid 04,degrees_Celsius,L1,
temperature05,Seawater Temperature in Spatial Grid 05,degrees_Celsius,L1,
temperature06,Seawater Temperature in Spatial Grid 06,degrees_Celsius,L1,
temperature07,Seawater Temperature in Spatial Grid 07,degrees_Celsius,L1,
temperature08,Seawater Temperature in Spatial Grid 08,degrees_Celsius,L1,
temperature09,Seawater Temperature in Spatial Grid 09,degrees_Celsius,L1,
temperature1,Vent Fluid Temperature 01,degrees_Celsius,L1,sea_water_temperature
temperature10,Seawater Temperature in Spatial Grid 10,degrees_Celsius,L1,
temperature11,Seawater Temperature in Spatial Grid 11,degrees_Celsius,L1,
temperature12,Seawater Temperature in Spatial Grid 12,degrees_Celsius,L1,
temperature13,Seawater Temperature in Spatial Grid 13,degrees_Celsius,L1,
temperature14,Seawater Temperature in Spatial Grid 14,degrees_Celsius,L1,
temperature15,Seawater Temperature in Spatial Grid 15,degrees_Celsius,L1,
temperature16,Seawater Temperature in Spatial Grid 16,degrees_Celsius,L1,
temperature17,Seawater Temperature in Spatial Grid 17,degrees_Celsius,L1,
temperature18,Seawater Temperature in Spatial Grid 18,degrees_Celsius,L1,
temperature19,Seawater Temperature in Spatial Grid 19,degrees_Celsius,L1,
temperature2,Vent Fluid Temperature 02,degrees_Celsius,L1,sea_water_temperature
temperature20,Seawater Temperature in Spatial Grid 20,degrees_Celsius,L1,
temperature21,Seawater Temperature in Spatial Grid 21,degrees_Celsius,L1,
temperature22,Seawater Temperature in Spatial Grid 22,degrees_Celsius,L1,
temperature23,Seawater Temperature in Spatial Grid 23,degrees_Celsius,L1,
temperature24,Seawater Temperature in Spatial Grid 24,degrees_Celsius,L1,
temperature3,Vent Fluid Temperature 03,degrees_Celsius,L1,sea_water_temperature
temperature_centidegree,Seawater Temperature,cdegrees_Celsius,,sea_water_temperature
temperature_counts,Temperature Raw Counts,counts,L0,
temperature_one_tenth,Temperature One Tenth,deg_K,,
temperature_sensor_offset,Temperature Sensor Offset,degrees_Celsius,,
temperature_signal_period,Temperature Signal Period,ps,L0,
temperature_volts,Temperature Raw Voltage,V,L0,
thermistor_end,Thermistor Resistivity at End of Measurement,counts,,
thermistor_raw,Thermistor Temperature Raw,counts,L0,
thermistor_start,Thermistor Resistivity at Start of Measurement,counts,,
thruster,Thruster,rpm,,
thruster_command,Thruster Command,counts,,
thruster_goal,Thruster Goal,rpm,,
thsph_bthermistor,Board Thermistor,counts,,
thsph_h2electrode,Hydrogen Measurement,counts,L0,
thsph_hie1,Vent Fluid pH Measurement - High,counts,L0,
thsph_hie2,Vent Fluid pH Measurement - Low,counts,L0,
thsph_hydrogen,Hydrogen Concentration,mmol kg-1,L2,
thsph_ph,Vent Fluid pH - Measured Chloride,1,L2,
thsph_ph_acl,Vent Fluid pH - Assumed Chloride,1,L2,
thsph_ph_noref,Vent Fluid pH - Measured Chloride - No Reference AgCl,1,L2,
thsph_ph_noref_acl,Vent Fluid pH - Assumed Chloride - No Reference AgCl,1,L2,
thsph_rthermistor,Reference Thermistor Temperature Measurement,counts,L0,
thsph_s2electrode,Hydrogen Sulfide Measurement,counts,L0,
thsph_sulfide,Hydrogen Sulfide Concentration,mmol kg-1,L2,
thsph_temp_int,Internal Board Thermistor Temperature,degrees_Celsius,L1,
thsph_temp_ref,Reference Thermistor Temperature,degrees_Celsius,L1,
thsph_temp_tch,Vent Fluid Thermocouple Temperature - High Temperature Location,degrees_Celsius,L1,
thsph_temp_tcl,Vent Fluid Thermocouple Temperature - Low Temperature Location,degrees_Celsius,L1,
thsph_temp_th,Vent Fluid Temperature - High Temperature Location,degrees_Celsius,L1,
thsph_temp_tl,Vent Fluid Temperature - Low Temperature Location,degrees_Celsius,L1,
thsph_thermocouple1,Vent Fluid Thermocouple Measurement - High Temperature Location,counts,L0,
thsph_thermocouple2,Vent Fluid Thermocouple Measurement - Low Temperature Location,counts,L0,
tic_counter,Tic Counter,sec,,
tide_measurement_duration,Tide Sampling Duration,s,,
tide_measurement_interval,Tide Sampling Interval,min,,
tide_measurements_since_last_start,Tide Measurements Since Last Start,count,,
tide_samples_per_day,Number of Tide Samples Per Day,count,,
tilt_calibration_timestamp,"Tilt Calibration Timestamp, UTC",seconds since 1900-01-01,,
tilt_null,Tilt Null,1,,
tilt_offset_pitch,Pitch Offset,mV,,
tilt_offset_roll,Roll Offset,mV,,
tilt_sensor,Tilt Sensor,1,,
tilt_sensor_mounting,Tilt Sensor Mounting,1,,
tilts,Tilts,1,,
time,Time,seconds since 1900-01-01,,time
time_between_bursts,Time Between Bursts,counts,,
time_between_bursts_sec,Time Between Bursts,s,,
time_between_pings,Time Between Pings,counts,,
time_between_samples,Time Between Samples,centiSec,,
time_datacollection,Data Collection Start Time,sec,,
time_last_communicated,Linux Time Last Communicated With Instrument,s,,
time_of_fix,Time of the GPS Fix,1,,
time_of_flight,Time of Flight,us,L0,
time_of_sample,Time of Sample,h,,
time_per_ping_hundredths,"Time Per Ping, 1/100 Second",s,,
time_per_ping_minutes,Time Per Ping,min,,
time_per_ping_seconds,Time Per Ping,s,,
time_received_last_data,Linux Time Got Last Data,s,,
time_spacing,Time Spacing,sec,,
time_string,"Measurement Time, UTC",1,,
time_sync_flag,Time Sync Flag,1,,
timer,Elapsed Time Since Initialization,s,,
timer_interval_device1,Timer Interval Device1,s,,
timer_interval_device2,Timer Interval Device2,s,,
timer_interval_device3,Timer Interval Device3,s,,
timer_interval_prestart,Timer Interval Prestart,s,,
timer_interval_sami,Timer Interval SAMI,s,,
timestamp,timestamp,1,,
titanium_concentration,Titanium Concentration,nmol/kg,,
tmpsf_cal_coeffs,Seawater Temperature Array in Spatial Grid,degrees_Celsius,,sea_water_temperature
total_objectives,Total Objectives,counts,,
total_recorded_tide_measurements,Total Recorded Tide Measurements,count,,
total_recorded_wave_bursts,Total Recorded Wave Bursts,count,,
total_run_time,Total Run Time,Secs,,
total_volume_concentration,Total Volume Concentration,ppm,L1,
total_volume_scattering_coefficient,Total Volume Scattering Coefficient,m-1 sr-1,L1,
tp_sea,Tp Sea,seconds,,
tp_swell,Tp Swell,seconds,,
tracer_concentration,Tracer Concentration,g/L,,
tracer_percent,Tracer Percentage,percent,,
tracking_id,Tracking Id,1,,
trans_v2_surf,Trans V2 Surf,1,,
transducer_depth,Transducer Depth,dm,,
transducer_frequency,Transducer Frequency,Hz,,
transmit_lag_distance,Transmit Lag Distance,cm,,
transmit_pulse_length,Transmit Pulse Length,counts,,
transmit_pulse_length_2nd,Transmit Pulse Length,counts,,
transponder_table_index,Transponder Table Index,counts,,
transponder_table_index_1,Transponder Table Index 1,counts,,
transponder_table_index_2,Transponder Table Index 2,counts,,
trhph_cycle_time,Cycle Time,counts,,
trhph_cycle_time_units,Cycle Time Units,1,,
trhph_eh_amp_power_status,eH Isolation Amp Power Status,1,,
trhph_eprom_status,Eprom Memory Status,1,,
trhph_hydro_sensor_power_status,Hydrogen Sensor Power Status,1,,
trhph_metadata_on_powerup,Metadata at Startup,1,,
trhph_metadata_on_restart,Metadata at Restart,1,,
trhph_power_control_word,Power Control Word,counts,,
trhph_ref_temp_power_status,Reference Temperature Sensor Power Status,1,,
trhph_res_power_status,Resistivity Sensor Power Status,1,,
trhph_system_info,High Level System Information,1,,
trhph_thermistor_temp,Thermistor Reference Temperature,degrees_Celsius,L1,
trhph_thermo_hydro_amp_power_status,Instrumentation Amp Power Status,1,,
trigger,Trigger Number,counts,L0,
trigger_cont,Continuous Trigger State,1,L0,
trigger_count,Total Trigger Counts,counts,L0,
ts_fault_aux_reference_clock_lock,Fault Aux Reference Clock Lock,1,,
ts_fault_digital_to_audio_converter,Fault DAC Converter,1,,
ts_fault_first_time_locking,Fault First Time Locking,1,,
ts_fault_irig_lock,Fault IRIG Locking,1,,
ts_fault_lpn_pll,Fault LPN PLL,1,,
ts_fault_pll_synthesizer,Fault PLL Synthesizer,1,,
ts_fault_primary_power,Fault Primary Power,1,,
ts_fault_primary_ref_clk,Fault Primary Reference Clock,1,,
ts_fault_rubidium_oscillator,Fault Rubidium Osc,1,,
ts_fault_secondary_power,Fault Secondary Power,1,,
ts_fault_secondary_ref_clk,Fault Secondary Reference Clock,1,,
ts_fault_time_error,Fault Time Error,1,,
ts_fault_timeout,Fault Timeout,1,,
ts_ntp_auth_fail,NTP Auth Fail,1,,
ts_ntp_in_errors,NTP in Errors,1,,
ts_ntp_in_pkts,NTP in Packets,1,,
ts_ntp_out_pkts,NTP Out Packets,1,,
ts_status_aux_ref_clock,Status Aux Reference Clock,1,,
ts_status_clock,Status Clock Quantity,1,,
ts_status_clock_source,Status Clock Source,1,,
ts_status_digital_to_audio_converter,Status DAC,1,,
ts_status_first_time_locking,Status First Time Locking,1,,
ts_status_irig_lock,Status IRIG Lock,1,,
ts_status_lpn_pll,Status LPN PLL,1,,
ts_status_pll_synthesizer,Status PLL Synthesizer,1,,
ts_status_primary_power,Status Primary Power,1,,
ts_status_primary_reference_clock,Status Primary Reference Clock,1,,
ts_status_rubidium_oscillator,Status Rubidium Osc,1,,
ts_status_secondary_power,Status Secondary Power,1,,
ts_status_secondary_reference_clock,Status Secondary Reference Clock,1,,
ts_status_time_error,Status Time Error Quantity,1,,
ts_status_timeout_error,Status Timout Error,1,,
ts_system_up_time,System Up Time,count,,
tss_10_wave_height,Time Series Statistics - Average Height of Highest 10% of Waves,m,,
tss_1_wave_height,Time Series Statistics - Average Height of Highest 1% of Waves,m,,
tss_avg_wave_height,Time Series Statistics - Average Wave Height,m,,
tss_avg_wave_period,Time Series Statistics - Average Wave Period,s,,
tss_max_wave_height,Time Series Statistics - Maximum Wave Height,m,,
tss_number_of_waves,Time Series Statistics - Number of Waves,1,,
tss_sig_wave_height,Time Series Statistics - Significant Wave Height,m,,
tss_sig_wave_period,Time Series Statistics - Significant Wave Period,s,,
tss_total_energy,Time Series Statistics - Total Energy,J m-2,,
tss_total_variance,Time Series Statistics - Total Variance,m^2,,
tss_wave_integration_time,Time Series Statistics - Wave Burst Duration,s,,
turbidity,Sea Water Turbidity,ntu,L2,sea_water_turbidity
turbulent_velocity_east,Eastward Turbulent Point Seawater Velocity,cm s-1,L0,eastward_sea_water_velocity
